# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

ago19.fly, long, 0000000000000000
survivalfly.<none>.fly, long, 0000000000000000
survivalfly.ago19.fly, long, 0000000000000001
survivalfly.ominsky.fly, long, 0000000000000001
survivalfly.xxrogxx.fly, long, 0000000000000001
warp::ancientcity, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809406306FE5BE4006C017909C024000000000000017A09C06C81399B1B4976057069746368084235CCCA0379617708C212ECD0
"warp::bellissima caverna", location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C08636D08DCA1D15017909405AC00000000000017A09C0843D51BDD6FC7D057069746368084200662F0379617708C2FB3438
warp::casa, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094065E846C151300B0179094061A00000000000017A09C06CB76B034F83A405706974636808BFF99D9D037961770842B564C6
warp::chest, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809407312BA23D67D890179094067600000000000017A09C074060735D626210570697463680841533332037961770843262595
warp::darkforest, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C08232613A2C3107017909405A000000000000017A09C085434E3AE2D8C30570697463680842439993037961770842DAE560
warp::endportal, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094061C905BC92D2C7017909C03C000000000000017A09C09BEB23468E55B8057069746368084150CCD8037961770843335A84
warp::farm, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094073345363A295710179094067000000000000017A09C0733701829C8045057069746368083E9997CE037961770842B51807
"warp::fortezza nera", location, 8605776F726C6480FF0000000181046E616D6520800C776F726C645F6E6574686572017809C07789CC4262FA930179094054C00000000000017A09402D99CFECB20235057069746368084230FF8B0379617708C330E6F5
warp::hub, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094068672E0A7C902B0179094061600000000000017A09C075A9B1E673552205706974636808C0499B33037961770842B4319C
warp::ifarm, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094071D612F7E0EF7A0179094062A00000000000017A09C0788FBA270544F1057069746368083F22804B0379617708C2B2699F
warp::jungle, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809407151C7D0CA0FE7017909405B800000000000017A09C085835E3D2A39AA0570697463680841ED99070379617708420DFD60
warp::mare, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809409798BC2D29CE2A017909404F800000000000017A09C092AA1992FA648A05706974636808C0A333E70379617708C2B168A0
warp::mercato, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809405D6C8340BE49800179094055000000000000017A09C0745E68E2DDB4D405706974636808C08667890379617708429C9975
warp::palude, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809408C526528435D950179094050000000000000017A09C09A816FB7837A620570697463680841B636680379617708C2F38DC0
warp::portale, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940532D6392F7359A0179094055000000000000017A09C079E4E46D1F9CE505706974636808C0A7FFB20379617708C2B46808
warp::skeletons, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809405AD371B1F1ECBC0179094046800000000000017A09C074A4CCCCD00000057069746368083F6664970379617708C2B387A0
"warp::spawn ragni", location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809407AB7B9171E7D430179094050800000000000017A09C073E33B263FC42005706974636808414000210379617708BEB60000
warp::spawner_rangni2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940798F0D420466AD017909404F800000000000017A09C075E1DF3FCD291E0570697463680841A6CD4A0379617708C2B201CC
warp::villager, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094069D666666000000179094050800000000000017A09C074057F9BD980A6057069746368084040C45F037961770842B623A0
warp::wb, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809C0930653400E1FB60179090000000000000000017A09C08D296C0124141A0570697463680841D934AD037961770842DBCB78
warp::wfarm, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940731B8051BBFBE40179094061E00000000000017A09C07BBB11FAD936DE0570697463680840EB325B0379617708C310F3CD
warp::zspawner_ocean_overend, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940619716C9C2DF10017909BFF0000000000000017A09C09B84C7663232DA0570697463680841C266550379617708C2C8CA60
warp.casa, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094065ECDC384327BC0179094061A00000000000017A09C06CB2DC38E641C005706974636808BF666B57037961770842B2B1D8
warp.farm, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809407333E3E27820D30179094067000000000000017A09C07337E7AA9EE29C05706974636808BF400075037961770842B81812
warp.hub, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940686B8070AC5D460179094061600000000000017A09C075A9999464C24805706974636808C0700148037961770842B397F2

